"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","RESP","word1","word2","sameordiffstims","vowel_word1","vowel_word2","vowelcontrast","Group","tributesto","tributesto2"
"jw5c","829","still1500still","NULL","html-keyboard-response",89,374155,"0.0-8.0-1.38","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"jw5c","431","mitte1500miete","NULL","html-keyboard-response",97,390175,"0.0-8.0-1.42","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"jw5c","635","miete1500mitte","NULL","html-keyboard-response",105,407760,"0.0-8.0-1.46","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"jw5c","389","schiff1500schiff","NULL","html-keyboard-response",129,457185,"0.0-8.0-1.58","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"jw5c","1182","schiff1500schief","NULL","html-keyboard-response",133,465743,"0.0-8.0-1.60","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"klvq","777.99999999994","mitte1500mitte","NULL","html-keyboard-response",16,346364,"0.0-8.0-1.2","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"klvq","985","schief1500schiff","NULL","html-keyboard-response",48,421684,"0.0-8.0-1.18","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"klvq","645","schiff1500schiff","NULL","html-keyboard-response",56,438395,"0.0-8.0-1.22","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"klvq","601","stiel1500still","NULL","html-keyboard-response",60,446627,"0.0-8.0-1.24","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"klvq","657","schiff1500schief","NULL","html-keyboard-response",78,486810,"0.0-8.0-1.33","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"klvq","623.99999999994","still1500still","NULL","html-keyboard-response",92,515176,"0.0-8.0-1.40","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"klvq","787","stiel1500stiel","NULL","html-keyboard-response",100,532929,"0.0-8.0-1.44","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"klvq","2245","mitte1500miete","NULL","html-keyboard-response",126,589770,"0.0-8.0-1.57","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"klvq","520","miete1500miete","NULL","html-keyboard-response",138,617011,"0.0-8.0-1.63","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"klvq","1550.0000000001","miete1500mitte","NULL","html-keyboard-response",140,621954,"0.0-8.0-1.64","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"klvq","474","still1500stiel","NULL","html-keyboard-response",146,636131,"0.0-8.0-1.67","NULL","80","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"klvq","371","schief1500schief","NULL","html-keyboard-response",148,640128,"0.0-8.0-1.68","NULL","81","Spanisch","22","on",NA,NA,NA,NA,NA,"Immersion und Deutschkurs","24","8 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"mmy8","1250","stiel1500still","NULL","html-keyboard-response",12,63313,"0.0-8.0-1.0","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"mmy8","640","mitte1500miete","NULL","html-keyboard-response",18,75552,"0.0-8.0-1.3","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"mmy8","287","still1500still","NULL","html-keyboard-response",34,110538,"0.0-8.0-1.11","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"mmy8","480","stiel1500stiel","NULL","html-keyboard-response",48,137132,"0.0-8.0-1.18","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"mmy8","509","miete1500mitte","NULL","html-keyboard-response",56,152949,"0.0-8.0-1.22","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"mmy8","453.99999999994","mitte1500mitte","NULL","html-keyboard-response",108,253699,"0.0-8.0-1.48","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"mmy8","138","schiff1500schief","NULL","html-keyboard-response",110,257300,"0.0-8.0-1.49","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"mmy8","474","still1500stiel","NULL","html-keyboard-response",116,269381,"0.0-8.0-1.52","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"mmy8","454","schiff1500schiff","NULL","html-keyboard-response",120,277211,"0.0-8.0-1.54","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"mmy8","342","schief1500schief","NULL","html-keyboard-response",130,296830,"0.0-8.0-1.59","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"mmy8","475","schief1500schiff","NULL","html-keyboard-response",142,321220,"0.0-8.0-1.65","NULL","80","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"mmy8","291","miete1500miete","NULL","html-keyboard-response",152,340839,"0.0-8.0-1.70","NULL","81","Spanisch","9",NA,NA,NA,NA,NA,"immersion","","9","3,5 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"n6v7","519.19999999553","still1500stiel","NULL","html-keyboard-response",24,387040,"0.0-8.0-1.5","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"n6v7","696.40000000596","schief1500schiff","NULL","html-keyboard-response",28,395229,"0.0-8.0-1.7","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"n6v7","1221.5","schiff1500schiff","NULL","html-keyboard-response",38,415980,"0.0-8.0-1.12","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"n6v7","551.10000000149","schiff1500schief","NULL","html-keyboard-response",50,439941,"0.0-8.0-1.18","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"n6v7","294.39999999851","mitte1500miete","NULL","html-keyboard-response",60,459777,"0.0-8.0-1.23","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"n6v7","499.5","mitte1500mitte","NULL","html-keyboard-response",78,497849,"0.0-8.0-1.32","NULL","81","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"n6v7","387.60000000149","miete1500miete","NULL","html-keyboard-response",88,518656,"0.0-8.0-1.37","NULL","81","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"n6v7","692.10000000149","stiel1500stiel","NULL","html-keyboard-response",90,523085,"0.0-8.0-1.38","NULL","81","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"n6v7","345.60000000149","miete1500mitte","NULL","html-keyboard-response",122,589489,"0.0-8.0-1.54","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"n6v7","658.19999999553","schief1500schief","NULL","html-keyboard-response",132,609623,"0.0-8.0-1.59","NULL","81","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"n6v7","708.60000000149","still1500still","NULL","html-keyboard-response",142,629897,"0.0-8.0-1.64","NULL","81","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"n6v7","274","stiel1500still","NULL","html-keyboard-response",150,646223,"0.0-8.0-1.68","NULL","80","Spanisch","30 Jahre alt",NA,"selflearn",NA,NA,"classesabroad",NA,"ein Deutschkurs besuchen","30","fast 9 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"o2oe","554","schief1500schiff","NULL","html-keyboard-response",17,314475,"0.0-8.0-1.2","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"o2oe","308","schiff1500schief","NULL","html-keyboard-response",29,337843,"0.0-8.0-1.8","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"o2oe","292","mitte1500mitte","NULL","html-keyboard-response",31,341411,"0.0-8.0-1.9","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"o2oe","30","schief1500schief","NULL","html-keyboard-response",55,385827,"0.0-8.0-1.21","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"o2oe","537","schiff1500schiff","NULL","html-keyboard-response",71,417475,"0.0-8.0-1.29","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"o2oe","132","stiel1500stiel","NULL","html-keyboard-response",103,481652,"0.0-8.0-1.45","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"o2oe","274","miete1500miete","NULL","html-keyboard-response",111,497652,"0.0-8.0-1.49","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"o2oe","392","still1500stiel","NULL","html-keyboard-response",125,525715,"0.0-8.0-1.56","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"o2oe","534","still1500still","NULL","html-keyboard-response",131,537012,"0.0-8.0-1.59","NULL","81","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"o2oe","585","miete1500mitte","NULL","html-keyboard-response",137,548493,"0.0-8.0-1.62","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"o2oe","638","mitte1500miete","NULL","html-keyboard-response",145,563405,"0.0-8.0-1.66","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"o2oe","578","stiel1500still","NULL","html-keyboard-response",153,580365,"0.0-8.0-1.70","NULL","80","Spanisch","25","classeshome",NA,NA,NA,"classesabroad",NA,"Ich habe einen Deutschkurs in einem deutschsprachigen Land besucht","25","26",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"pfem","1654.3999999911","schief1500schiff","NULL","html-keyboard-response",19,937937,"0.0-8.0-1.2","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"pfem","830","stiel1500still","NULL","html-keyboard-response",31,964792,"0.0-8.0-1.8","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"pfem","1797","mitte1500miete","NULL","html-keyboard-response",39,984600,"0.0-8.0-1.12","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"pfem","480","schiff1500schiff","NULL","html-keyboard-response",49,1005302,"0.0-8.0-1.17","NULL","81","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"pfem","386.70000000298","still1500stiel","NULL","html-keyboard-response",61,1031149,"0.0-8.0-1.23","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"pfem","481.39999999106","schiff1500schief","NULL","html-keyboard-response",65,1039024,"0.0-8.0-1.25","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"pfem","1241.599999994","mitte1500mitte","NULL","html-keyboard-response",67,1043554,"0.0-8.0-1.26","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"pfem","1328.900000006","miete1500mitte","NULL","html-keyboard-response",117,1153162,"0.0-8.0-1.51","NULL","80","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"pfem","834.59999999404","stiel1500stiel","NULL","html-keyboard-response",119,1157727,"0.0-8.0-1.52","NULL","81","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"pfem","736.29999999702","still1500still","NULL","html-keyboard-response",139,1201659,"0.0-8.0-1.62","NULL","81","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"pfem","224.29999999702","schief1500schief","NULL","html-keyboard-response",143,1209257,"0.0-8.0-1.64","NULL","81","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"pfem","364.79999999702","miete1500miete","NULL","html-keyboard-response",147,1216507,"0.0-8.0-1.66","NULL","81","Spanisch","33","on",NA,NA,NA,NA,NA,"Deutschkurs","34","7 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"psn7","758.90000009537","schief1500schief","NULL","html-keyboard-response",15,386170,"0.0-8.0-1.1","NULL","81","Spanisch","22 J",NA,"selflearn",NA,NA,"classesabroad","immersion","Selbstlernen","22 J","5 J",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"psn7","1966.2999999523","still1500still","NULL","html-keyboard-response",23,404797,"0.0-8.0-1.5","NULL","80","Spanisch","22 J",NA,"selflearn",NA,NA,"classesabroad","immersion","Selbstlernen","22 J","5 J",1,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"psn7","1146.2999999523","still1500stiel","NULL","html-keyboard-response",47,454386,"0.0-8.0-1.17","NULL","80","Spanisch","22 J",NA,"selflearn",NA,NA,"classesabroad","immersion","Selbstlernen","22 J","5 J",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
